,ACCIDENT_NO,ACCIDENTDATE,CYCLISTS,CYCLISTS_COUNT_LS,ACCIDENTTIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA Description,LIGHT_CONDITION,LIGHT_CONDITION_DEC,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY_DESC,SEVERITY,SEVERITY_DESC,SPEED_ZONE,VEHICLE_ID,INITIAL_DIRECTION,Vehicle Type Desc,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TRAFFIC_CONTROL_DESC,ROAD_ROUTE_1,ROAD_NAME,ROAD_TYPE,ROAD_NAME_INT,ROAD_TYPE_INT,DISTANCE_LOCATION,DIRECTION_LOCATION,NODE_ID,NODE_TYPE,LGA_NAME,Lga Name All,Lat,Long,Postcode No
147432,T20120003580,14/02/2012,111339,9155,21.00.00,1,Collision with vehicle,2,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,2,Dusk/Dawn,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,B,SW,Bicycle,SW,1,1,H,4,1,9,No control,5035,DYNON,ROAD,RAILWAY,PLACE,100,SW,249610,N,MELBOURNE,MELBOURNE,-37.80597,144.94017,3003
147904,T20120004162,14/02/2012,111339,9155,18.30.00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,1,0,0,1,2,Cross intersection,2,Hospitilisation,999,B,S ,Bicycle,S ,1,1,H,F,2,9,No control,9999,BROMBY,STREET,ST KILDA,ROAD,34,E,250974,I,MELBOURNE,MELBOURNE,-37.83473,144.97492,3004
147443,T20120003592,15/02/2012,111339,9155,07.05.00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,1,Day,2,2,0,1,0,1,1,Not at intersection,3,Other Injury,50,A,NW,Bicycle,NW,1,18,H,N,2,1,No control,9999,HARBOUR,ESPLANADE,PALMYRA,WAY,17,NW,250562,N,MELBOURNE,MELBOURNE,-37.81319,144.94357,3008
147453,T20120003601,15/02/2012,111339,9155,08.59.00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,3,3,1,0,0,2,2,Not at intersection,2,Hospitilisation,50,C,S ,Bicycle,S ,1,1,H,F,2,3,No control,9999,RUSSELL,STREET,ARTEMIS,LANE,11,N,249618,N,MELBOURNE,MELBOURNE,-37.81026,144.96694,3000
147621,T20120003796,15/02/2012,111339,9155,18.05.00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,999,B,NW,Bicycle,NW,1,1,H,1,2,2,No control,9999,CHAPMAN,STREET,AVIS,LANE,36,SE,249774,N,MELBOURNE,MELBOURNE,-37.79554,144.94753,3051
147563,T20120003731,16/02/2012,111339,9155,16.15.00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,1,0,2,1,Not at intersection,3,Other Injury,50,B,N ,Bicycle,N ,1,1,H,F,9,1,No control,9999,SWANSTON,STREET,FLINDERS,LANE,11,S,249660,N,MELBOURNE,MELBOURNE,-37.81658,144.96703,3000
147635,T20120003808,16/02/2012,111339,9155,16.15.00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,B,E ,Bicycle,E ,1,1,H,R,2,1,Roundabout,9999,HOTHAM,STREET,POWLETT,STREET,0,E,65895,I,MELBOURNE,MELBOURNE,-37.81413,144.98558,3002
147648,T20120003823,17/02/2012,111339,9155,13.25.00,2,Struck Pedestrian,6,Friday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1,Day,1,2,0,1,0,1,2,T intersection,3,Other Injury,50,A,W ,Bicycle,W ,1,1,H,F,2,9,Ped. lights,9999,DEGRAVES,STREET,FLINDERS,STREET,0,N,36941,I,MELBOURNE,MELBOURNE,-37.81786,144.96603,3000
147649,T20120003823,17/02/2012,111339,9155,13.25.00,2,Struck Pedestrian,6,Friday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1,Day,1,2,0,1,0,1,2,T intersection,3,Other Injury,50,A,W ,Bicycle,W ,1,1,H,F,2,9,Ped. lights,9999,DEGRAVES,STREET,FLINDERS,STREET,0,N,36941,I,MELBOURNE,MELBOURNE,-37.81786,144.96603,3000
148749,T20120005074,18/02/2012,111339,9155,10.00.00,8,No collision and no object struck,7,Saturday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175  ,1,Day,1,1,1,0,0,0,2,Not at intersection,2,Hospitilisation,50,A,E ,Bicycle,E ,7,7,H,N,2,6,No control,9999,DOMAIN,ROAD,MILLSWYN,STREET,49,E,250177,N,MELBOURNE,MELBOURNE,-37.83398,144.98127,3141
147784,T20120003989,19/02/2012,111339,9155,09.57.00,1,Collision with vehicle,0,Sunday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,2,2,0,1,0,1,1,Not at intersection,3,Other Injury,60,B,NW,Bicycle,NW,1,1,H,F,2,1,No control,5046,ELIZABETH,STREET,PELHAM,STREET,102,S,253491,N,MELBOURNE,MELBOURNE,-37.80269,144.95785,3000
147832,T20120004063,20/02/2012,111339,9155,07.35.00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,1,Day,2,2,0,1,0,1,1,T intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,1,H,F,2,1,Giveway sign,9999,CATHEDRAL,PLACE,PARLIAMENT,PLACE,0,W,249711,I,MELBOURNE,MELBOURNE,-37.81073,144.97559,3002
153489,T20120010701,22/02/2012,111339,9155,18.15.00,4,Collision with a fixed object,4,Wednesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175  ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,A,S ,Bicycle,S ,1,6,H,9,0,6,No control,9999,SWANSTON,STREET,CARDIGAN,TERRACE,34,N,251750,N,MELBOURNE,MELBOURNE,-37.80555,144.96309,3053
148094,T20120004358,23/02/2012,111339,9155,10.18.00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE                     ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,40,B,E ,Bicycle,E ,1,1,H,F,2,4,No control,9999,CAMBRIDGE,STREET,LANGRIDGE,STREET,0,S,36603,I,YARRA,YARRA,-37.80656,144.9852,3066
148169,T20120004437,23/02/2012,111339,9155,19.18.00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE                     ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,40,B,N ,Bicycle,N ,1,1,H,F,2,6,No control,9999,BRUNSWICK,STREET,LEICESTER,STREET,0,N,36490,I,YARRA,YARRA,-37.79536,144.97897,3065
148155,T20120004428,24/02/2012,111339,9155,08.45.00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,1,T intersection,3,Other Injury,60,B,S ,Bicycle,S ,1,1,H,1,2,1,No control,5065,PEEL,STREET,PRINCESS,STREET,0,S,36215,I,MELBOURNE,MELBOURNE,-37.80493,144.95615,3051
148638,T20120004936,29/02/2012,111339,9155,08.30.00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,1,T intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,1,H,F,2,2,No control,9999,WILLIAM,STREET,ABECKETT,STREET,0,N,36847,I,MELBOURNE,MELBOURNE,-37.81067,144.95594,3003
148819,T20120005162,2/03/2012,111339,9155,15.50.00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,13,H,F,0,1,Stop-go lights,5041,KING,STREET,LITTLE COLLINS,STREET,0,S,36852,I,MELBOURNE,MELBOURNE,-37.81737,144.95618,3000
148838,T20120005178,2/03/2012,111339,9155,18.20.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,1,0,2,1,Not at intersection,3,Other Injury,60,B,E ,Bicycle,E ,1,7,H,F,2,1,No control,5287,OLYMPIC,BOULEVARD,PUNT,ROAD,423,W,250095,N,MELBOURNE,MELBOURNE,-37.82403,144.98415,3004
148841,T20120005181,2/03/2012,111339,9155,16.00.00,1,Collision with vehicle,6,Friday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148       ,1,Day,2,2,0,1,0,1,1,Not at intersection,3,Other Injury,50,B,N ,Bicycle,N ,1,1,H,F,2,1,No control,9999,COLLINS,STREET,COLLINS,PLACE,23,E,250098,N,MELBOURNE,MELBOURNE,-37.81349,144.97336,3000
149068,T20120005488,2/03/2012,111339,9155,18.15.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,C,W ,Bicycle,W ,1,1,H,F,0,2,No control,5083,VICTORIA,PARADE,EADES,STREET,96,W,251372,N,MELBOURNE,MELBOURNE,-37.80887,144.98004,3002
149014,T20120005423,5/03/2012,111339,9155,18.05.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,4,0,1,0,3,1,T intersection,3,Other Injury,50,B,N ,Bicycle,N ,1,1,H,1,2,6,No control,5061,SPENCER,STREET,BOURKE,STREET,0,S,29415,I,MELBOURNE,MELBOURNE,-37.81709,144.95324,3008
149015,T20120005423,5/03/2012,111339,9155,18.05.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,4,0,1,0,3,1,T intersection,3,Other Injury,50,B,N ,Bicycle,N ,1,1,H,1,2,6,No control,5061,SPENCER,STREET,BOURKE,STREET,0,S,29415,I,MELBOURNE,MELBOURNE,-37.81709,144.95324,3008
149293,T20120005713,8/03/2012,111339,9155,18.45.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,2,Dusk/Dawn,2,3,0,1,0,2,2,Cross intersection,3,Other Injury,40,B,E ,Bicycle,E ,1,1,H,F,2,5,No control,5898,TOORAK,ROAD,TIVOLI,ROAD,0,W,37729,I,STONNINGTON,STONNINGTON,-37.8398,144.99811,3141
149811,T20120006330,9/03/2012,111339,9155,16.20.00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE                     ,1,Day,2,2,0,1,0,1,1,T intersection,3,Other Injury,50,A,E ,Bicycle,E ,1,1,H,F,2,1,No control,9999,ALBERT,STREET,GOTCH,LANE,0,E,250541,I,MELBOURNE,MELBOURNE,-37.81063,144.98552,3002
149548,T20120006060,12/03/2012,111339,9155,16.25.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,2,0,0,1,1,Not at intersection,2,Hospitilisation,50,B,N ,Bicycle,N ,1,1,H,F,9,1,No control,9999,ST KILDA,ROAD,SWANSTON,STREET,0,N,1412,N,MELBOURNE,MELBOURNE,-37.81872,144.96802,3000
150199,T20120006800,12/03/2012,111339,9155,14.15.00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,1,Day,1,1,0,1,0,0,2,Cross intersection,3,Other Injury,50,A,W ,Bicycle,W ,1,1,H,F,2,1,Stop-go lights,9999,FLINDERS,LANE,WILLIAM,STREET,0,E,35354,I,MELBOURNE,MELBOURNE,-37.81862,144.95956,3000
149575,T20120006089,13/03/2012,111339,9155,11.30.00,1,Collision with vehicle,3,Tuesday,143,ENTERING PARKING                      ,1,Day,2,2,0,1,0,1,1,Not at intersection,3,Other Injury,70,B,S ,Bicycle,S ,1,1,H,F,2,3,No control,2080,HODDLE,STREET,YARRA,STREET,12,S,250318,N,YARRA,YARRA,-37.80195,144.99263,3067
149585,T20120006103,13/03/2012,111339,9155,07.35.00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,1,T intersection,3,Other Injury,60,B,S ,Bicycle,S ,1,1,H,F,2,3,No control,5065,PEEL,STREET,PRINCESS,STREET,0,S,36215,I,MELBOURNE,MELBOURNE,-37.80493,144.95615,3051
149708,T20120006224,14/03/2012,111339,9155,17.02.00,1,Collision with vehicle,4,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,3,4,1,0,0,3,1,T intersection,2,Hospitilisation,40,C,S ,Bicycle,S ,1,1,H,F,2,5,No control,9999,SMITH,STREET,CHARLES,STREET,0,S,36570,I,YARRA,YARRA,-37.80346,144.9835,3066
149823,T20120006336,14/03/2012,111339,9155,19.00.00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,2,0,0,2,Not at intersection,3,Other Injury,50,B,NE,Bicycle,NE,1,1,H,5,2,1,No control,9999,COLLINS,STREET,MANCHESTER,LANE,33,W,250550,N,MELBOURNE,MELBOURNE,-37.81583,144.9654,3000
149782,T20120006296,15/03/2012,111339,9155,14.13.00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,1,Day,1,1,0,1,0,0,1,Cross intersection,3,Other Injury,40,A,E ,Bicycle,N ,3,3,H,N,2,1,No control,9999,ARGYLE,STREET,SMITH,STREET,0,E,250680,I,YARRA,YARRA,-37.79816,144.98441,3066
150756,T20120007466,16/03/2012,111339,9155,17.30.00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,1,Day,1,1,1,0,0,0,2,Not at intersection,2,Hospitilisation,40,A,W ,Bicycle,W ,1,6,H,F,2,6,No control,5948,VICTORIA,STREET,LITTLE CHARLES,STREET,33,E,250891,N,YARRA,YARRA,-37.81005,144.99564,3121
149966,T20120006536,17/03/2012,111339,9155,17.45.00,1,Collision with vehicle,7,Saturday,140,U TURN                           ,1,Day,2,3,0,1,0,2,1,Not at intersection,3,Other Injury,50,B,SW,Bicycle,SW,1,1,H,5,2,6,No control,5128,ALBERT,ROAD,CLARENDON,STREET,92,SW,250538,N,PORT PHILLIP,PORT PHILLIP,-37.83959,144.96254,3206
149998,T20120006559,18/03/2012,111339,9155,18.00.00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE)               ,1,Day,2,3,0,1,0,2,1,Cross intersection,3,Other Injury,50,B,NW,Bicycle,NW,1,1,H,R,2,1,Stop-go lights,5046,ELIZABETH,STREET,VICTORIA,STREET,0,S,36230,I,MELBOURNE,MELBOURNE,-37.80629,144.9595,3000
150063,T20120006633,19/03/2012,111339,9155,15.31.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,1,0,0,1,1,Cross intersection,2,Hospitilisation,40,A,N ,Bicycle,N ,1,1,H,8,2,1,No control,9999,ARGYLE,STREET,BRUNSWICK,STREET,0,E,36496,I,YARRA,YARRA,-37.79754,144.9786,3065
150140,T20120006716,20/03/2012,111339,9155,07.15.00,1,Collision with vehicle,3,Tuesday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,60,A,NE,Bicycle,NE,1,1,H,1,1,1,No control,5325,CITY,ROAD,MORAY,STREET,0,SW,57475,I,MELBOURNE,MELBOURNE,-37.82598,144.96007,3006
150219,T20120006818,20/03/2012,111339,9155,18.20.00,1,Collision with vehicle,3,Tuesday,139,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,1,Day,2,2,0,1,0,1,2,Multiple intersection,3,Other Injury,50,B,NE,Bicycle,NE,1,1,H,F,2,2,Roundabout,5046,ELIZABETH,STREET,PEEL,STREET,0,S,47919,I,MELBOURNE,MELBOURNE,-37.80155,144.95688,3000
150229,T20120006834,21/03/2012,111339,9155,06.50.00,1,Collision with vehicle,3,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,3,Dark Street lights on,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,60,B,SE,Bicycle,SE,1,1,H,1,1,1,No control,2240,ALEXANDRA,AVENUE,ST KILDA,ROAD,0,W,253516,N,MELBOURNE,MELBOURNE,-37.82072,144.96894,3006
150969,T20120007720,21/03/2012,111339,9155,12.27.00,1,Collision with vehicle,3,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,1,H,1,2,1,No control,9999,ELIZABETH,STREET,LONSDALE,STREET,0,N,35355,I,MELBOURNE,MELBOURNE,-37.81228,144.96226,3000
150400,T20120007034,22/03/2012,111339,9155,17.30.00,1,Collision with vehicle,5,Thursday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,1,Day,2,2,1,0,0,1,1,Not at intersection,2,Hospitilisation,50,B,SE,Bicycle,SE,1,1,H,F,2,1,No control,9999,CECIL,STREET,JAMES SERVICE,PLACE,18,S,250633,N,PORT PHILLIP,PORT PHILLIP,-37.83776,144.95995,3205
150541,T20120007211,22/03/2012,111339,9155,10.30.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,60,B,N ,Bicycle,N ,1,1,H,1,2,1,Unknown,9999,GERTRUDE,STREET,NAPIER,STREET,0,W,36510,I,YARRA,YARRA,-37.80598,144.97945,3065
150389,T20120007023,23/03/2012,111339,9155,09.00.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,1,0,2,2,Not at intersection,3,Other Injury,50,A,E ,Bicycle,E ,1,1,H,F,2,2,No control,9999,GRATTAN,STREET,BARRY,STREET,30,E,250629,N,MELBOURNE,MELBOURNE,-37.80002,144.96025,3053
151351,T20120008138,23/03/2012,111339,9155,17.00.00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,2,T intersection,3,Other Injury,60,B,N ,Bicycle,N ,1,1,H,F,2,1,No control,9999,OTTER,STREET,WELLINGTON,STREET,0,W,36628,I,YARRA,YARRA,-37.80102,144.98703,3066
150616,T20120007285,24/03/2012,111339,9155,16.41.00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,1,0,0,1,1,T intersection,2,Hospitilisation,40,B,E ,Bicycle,E ,1,1,H,5,2,6,No control,5285,BRIDGE,ROAD,LEIGH,PLACE,0,W,66053,I,YARRA,YARRA,-37.81801,144.99407,3121
150690,T20120007397,28/03/2012,111339,9155,15.05.00,2,Struck Pedestrian,4,Wednesday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,1,Day,1,2,0,2,0,0,1,T intersection,3,Other Injury,40,A,S ,Bicycle,S ,1,1,H,F,2,1,No control,9999,PELHAM,STREET,RATHDOWNE,STREET,0,W,36379,I,MELBOURNE,MELBOURNE,-37.80314,144.96955,3053
151082,T20120007832,28/03/2012,111339,9155,06.15.00,1,Collision with vehicle,4,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,2,Dusk/Dawn,2,2,1,0,0,1,1,Not at intersection,2,Hospitilisation,60,B,W ,Bicycle,W ,1,1,H,F,2,2,Stop-go lights,9999,QUEENS BRIDGE,STREET,SOUTHBANK,PROMENADE BIKE,6,S,250829,N,MELBOURNE,MELBOURNE,-37.82104,144.96139,3006
150808,T20120007539,29/03/2012,111339,9155,18.25.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,2,Dusk/Dawn,2,2,0,1,0,1,2,T intersection,3,Other Injury,999,A,NW,Bicycle,NW,1,1,H,F,9,4,No control,5041,KING,STREET,BATMAN,STREET,0,S,36827,I,MELBOURNE,MELBOURNE,-37.81034,144.95293,3003
151007,T20120007762,29/03/2012,111339,9155,12.05.00,1,Collision with vehicle,5,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY)               ,1,Day,2,2,0,1,0,1,2,Multiple intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,1,H,F,0,1,Giveway sign,9999,FRANKLIN,STREET,QUEEN,STREET,0,SW,250803,I,MELBOURNE,MELBOURNE,-37.80869,144.95781,3000
151144,T20120007883,29/03/2012,111339,9155,00.30.00,1,Collision with vehicle,5,Thursday,142,LEAVING PARKING                       ,9,Unknown,2,2,1,0,0,1,2,Not at intersection,2,Hospitilisation,999,B,S ,Bicycle,S ,1,1,H,F,9,2,No control,9999,ERROL,STREET,PURCELL,STREET,14,S,253194,N,MELBOURNE,MELBOURNE,-37.80243,144.94973,3051
150829,T20120007551,30/03/2012,111339,9155,12.00.00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,50,B,SW,Bicycle,SW,1,1,H,F,2,1,No control,9999,COLLINS,STREET,SPORTSGIRL,COURT,18,E,251465,N,MELBOURNE,MELBOURNE,-37.81563,144.96607,3000
150835,T20120007555,30/03/2012,111339,9155,07.35.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,2,0,0,2,Cross intersection,3,Other Injury,40,B,E ,Bicycle,E ,1,1,H,5,2,9,Unknown,9999,EXHIBITION,STREET,LONSDALE,STREET,0,N,36966,I,MELBOURNE,MELBOURNE,-37.81013,144.96966,3000
151056,T20120007812,30/03/2012,111339,9155,17.15.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,1,0,0,2,2,Not at intersection,2,Hospitilisation,50,B,W ,Bicycle,W ,1,1,H,1,2,9,No control,9999,LA TROBE,STREET,ELIZABETH,STREET,48,E,250821,N,MELBOURNE,MELBOURNE,-37.81017,144.96187,3000
151057,T20120007812,30/03/2012,111339,9155,17.15.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,1,0,0,2,2,Not at intersection,2,Hospitilisation,50,B,W ,Bicycle,W ,1,1,H,1,2,9,No control,9999,LA TROBE,STREET,ELIZABETH,STREET,48,E,250821,N,MELBOURNE,MELBOURNE,-37.81017,144.96187,3000
151154,T20120007896,30/03/2012,111339,9155,12.50.00,2,Struck Pedestrian,6,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1,Day,1,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,A,S ,Bicycle,S ,1,1,H,F,2,1,Stop-go lights,9999,LONSDALE,STREET,SWANSTON,STREET,0,E,35363,I,MELBOURNE,MELBOURNE,-37.81156,144.96473,3000
151690,T20120008569,31/03/2012,111339,9155,18.40.00,1,Collision with vehicle,7,Saturday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,6,Dark Street lights unknown,2,3,1,0,0,2,2,Not at intersection,2,Hospitilisation,50,B,NE,Bicycle,NE,1,1,H,1,1,1,No control,9999,RUSSELL,STREET,LITTLE LONSDALE,STREET,37,N,251121,N,MELBOURNE,MELBOURNE,-37.80954,144.96661,3000
154197,T20120011502,1/04/2012,111339,9155,17.30.00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE)               ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,1,H,4,2,1,Stop-go lights,9999,BOURKE,STREET,ELIZABETH,STREET,0,E,35359,I,MELBOURNE,MELBOURNE,-37.81425,144.96316,3000
151193,T20120007952,4/04/2012,111339,9155,09.45.00,1,Collision with vehicle,4,Wednesday,143,ENTERING PARKING                      ,1,Day,2,2,0,1,0,1,2,T intersection,3,Other Injury,40,B,S ,Bicycle,S ,1,1,H,F,2,5,No control,9999,ARGYLE,PLACE,LYGON,STREET,0,W,35317,I,MELBOURNE,MELBOURNE,-37.8021,144.96669,3053
151258,T20120008044,5/04/2012,111339,9155,08.50.00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,1,Day,2,2,0,2,0,0,1,Cross intersection,3,Other Injury,30,A,N ,Bicycle,N ,7,7,H,F,2,6,Other,9999,BOURKE,STREET,SWANSTON,STREET,0,E,229,I,MELBOURNE,MELBOURNE,-37.81353,144.96563,3000
151259,T20120008044,5/04/2012,111339,9155,08.50.00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,1,Day,2,2,0,2,0,0,1,Cross intersection,3,Other Injury,30,B,N ,Bicycle,N ,17,17,H,5,2,6,Other,9999,BOURKE,STREET,SWANSTON,STREET,0,E,229,I,MELBOURNE,MELBOURNE,-37.81353,144.96563,3000
151311,T20120008092,5/04/2012,111339,9155,16.15.00,8,No collision and no object struck,5,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,1,Day,1,1,1,0,0,0,1,Not at intersection,2,Hospitilisation,30,A,S ,Bicycle,S ,1,1,H,F,0,1,No control,9999,SWANSTON,STREET,FLINDERS,LANE,34,S,75142,N,MELBOURNE,MELBOURNE,-37.81678,144.96712,3000
152550,T20120009603,5/04/2012,111339,9155,07.50.00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE                     ,1,Day,2,2,0,1,0,1,2,T intersection,3,Other Injury,50,B,W ,Bicycle,W ,1,1,H,F,2,1,No control,9999,LITTLE COLLINS,STREET,MCCRACKENS,LANE,0,W,251439,I,MELBOURNE,MELBOURNE,-37.8171,144.95709,3000
152621,T20120009679,5/04/2012,111339,9155,07.55.00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.                         ,1,Day,2,2,1,0,0,1,2,Cross intersection,2,Hospitilisation,40,A,S ,Bicycle,W ,2,2,H,8,2,5,No control,9999,CANNING,STREET,PALMERSTON,STREET,0,S,36400,I,MELBOURNE,MELBOURNE,-37.79657,144.97309,3053
151633,T20120008497,10/04/2012,111339,9155,17.30.00,1,Collision with vehicle,2,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,2,Dusk/Dawn,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,999,A,S ,Bicycle,S ,1,1,H,4,1,2,No control,5882,ST KILDA,ROAD,BURNLEY,TUNNEL,87,N,251265,N,MELBOURNE,MELBOURNE,-37.82415,144.97051,3006
